objectid;id_nro;xkoord;ykoord;vaesto
19259.0;50257.0;366000.0;6674000.0;1416.0
19258.0;50256.0;365000.0;6674000.0;452.0
19257.0;50255.0;364000.0;6674000.0;71.0
19256.0;50254.0;363000.0;6674000.0;82.0
19255.0;50253.0;362000.0;6674000.0;19.0
18844.0;49610.0;394000.0;6673000.0;1.0
18843.0;49609.0;393000.0;6673000.0;11.0
18842.0;49608.0;392000.0;6673000.0;2919.0
18841.0;49607.0;391000.0;6673000.0;2486.0
18840.0;49606.0;390000.0;6673000.0;1717.0
18839.0;49605.0;389000.0;6673000.0;2454.0
18838.0;49604.0;388000.0;6673000.0;2035.0
18837.0;49603.0;387000.0;6673000.0;2409.0
18836.0;49602.0;386000.0;6673000.0;20342.0
18835.0;49601.0;385000.0;6673000.0;2616.0
18834.0;49600.0;384000.0;6673000.0;10532.0
18833.0;49599.0;383000.0;6673000.0;19.0
18831.0;49597.0;381000.0;6673000.0;439.0
18830.0;49596.0;380000.0;6673000.0;946.0
18829.0;49595.0;379000.0;6673000.0;1065.0
18828.0;49594.0;378000.0;6673000.0;2771.0
18827.0;49593.0;377000.0;6673000.0;2922.0
18826.0;49592.0;376000.0;6673000.0;1101.0
18825.0;49591.0;375000.0;6673000.0;1141.0
18824.0;49590.0;374000.0;6673000.0;2718.0
18823.0;49589.0;373000.0;6673000.0;1144.0
18822.0;49588.0;372000.0;6673000.0;215.0
18821.0;49587.0;371000.0;6673000.0;1492.0
18820.0;49586.0;370000.0;6673000.0;2823.0
18819.0;49585.0;369000.0;6673000.0;1801.0
18818.0;49584.0;368000.0;6673000.0;198.0
18817.0;49583.0;367000.0;6673000.0;1032.0
18816.0;49582.0;366000.0;6673000.0;450.0
18815.0;49581.0;365000.0;6673000.0;37.0
18814.0;49580.0;364000.0;6673000.0;63.0
18813.0;49579.0;363000.0;6673000.0;182.0
18812.0;49578.0;362000.0;6673000.0;174.0
18811.0;49577.0;361000.0;6673000.0;21.0
18810.0;49576.0;360000.0;6673000.0;13.0
